loyalty_number,total_flights,distance,points_accumulated,points_redeemed,months_recorded,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,salary_missing_flag,cancelled_flag,salary_band,clv_band,enrollment_date,cancellation_date,points_balance,redemption_rate,activity_segment,clv_segment,customer_segment
285484,26,29573,29573,327,24,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Aurora,5028.84,1,0,Unknown,Medium CLV,2014-09-01,,29246,1.10573834240693e-02,Medium Activity,High CLV,High Value Active
148299,35,43968,43968,1295,24,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Married,Star,4903.81,1,0,Unknown,Medium CLV,2014-06-01,,42673,2.94532387190684e-02,Medium Activity,Medium CLV,Medium Value Regular
620465,45,76983,76983,427,24,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Star,4764.19,1,0,Unknown,Medium CLV,2012-07-01,,76556,5.54667913695231e-03,High Activity,Medium CLV,Medium Value Power User
410982,42,62797,62797,2156,24,Canada,Ontario,Trenton,K8V 4B2,Male,Master,132353,Married,Star,4237.37,0,0,High,Medium CLV,2017-02-01,,60641,3.43328502953963e-02,Medium Activity,Low CLV,Low Value Regular
746060,44,67731,67731,421,24,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Married,Star,4167.09,1,0,Unknown,Medium CLV,2014-04-01,,67310,6.21576530687573e-03,High Activity,Low CLV,Low Value Active
596004,34,58198,58198,1751,24,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4881.75,1,0,Unknown,Medium CLV,2013-01-01,,56447,3.00869445685419e-02,Medium Activity,Medium CLV,Medium Value Regular
815207,59,87848,131772,441,11,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,48680,Married,Nova,24261.02,0,0,Low,High CLV,2018-04-01,,131331,3.34668973681814e-03,High Activity,High CLV,High Value Frequent Flyer
966117,35,48144,48144,2422,24,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71797,Divorced,Star,4363.12,0,0,Medium,Medium CLV,2012-09-01,,45722,5.03074111000332e-02,Medium Activity,Medium CLV,Medium Value Regular
864324,43,58388,58388,1686,24,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,75827,Married,Star,3939.01,0,0,Medium,Medium CLV,2018-06-01,,56702,2.88757963965198e-02,High Activity,Low CLV,Low Value Active
257575,24,29014,29014,499,24,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,82460,Married,Star,4582.67,0,0,Medium,Medium CLV,2016-06-01,,28515,1.7198593782312e-02,Medium Activity,Medium CLV,Medium Value Regular
728748,19,36557,36557,479,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,76137,Married,Aurora,5221.14,0,0,Medium,Medium CLV,2017-11-01,,36078,1.31028257242115e-02,Low Activity,High CLV,High Value Low Activity
800075,51,60522,60522,1877,24,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,62621,Single,Star,4492.23,0,0,Medium,Medium CLV,2016-02-01,,58645,3.10135157463402e-02,High Activity,Medium CLV,Medium Value Power User
685792,9,18277,18277,0,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60582,Divorced,Star,4563.02,0,1,Medium,Medium CLV,2016-07-01,2017-09-01,18277,0,Low Activity,Medium CLV,Medium Value Casual
176885,0,0,0,0,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,90142,Married,Star,4361.37,0,1,Medium,Medium CLV,2015-12-01,2016-08-01,0,0,No Activity,Medium CLV,Medium Value Inactive
241167,38,71008,71008,565,24,Canada,Newfoundland,"St. John's",A1C 6H9,Female,Bachelor,73715,Divorced,Star,4762.59,0,0,Medium,Medium CLV,2013-07-01,,70443,7.95684993240198e-03,Medium Activity,Medium CLV,Medium Value Regular
798216,35,41962,41962,0,24,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,53738,Single,Star,4854.75,0,0,Medium,Medium CLV,2014-05-01,,41962,0,Medium Activity,Medium CLV,Medium Value Regular
748286,21,37738,37738,1633,24,Canada,Quebec,Montreal,H3T 8L4,Male,College,,Single,Aurora,5153.92,1,1,Unknown,Medium CLV,2016-11-01,2017-07-01,36105,4.32720334940908e-02,Low Activity,High CLV,High Value Low Activity
610393,28,45516,45516,440,24,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,90071,Divorced,Star,4626.8,0,0,Medium,Medium CLV,2014-03-01,,45076,9.66693031022058e-03,Medium Activity,Medium CLV,Medium Value Regular
236300,0,0,0,0,24,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,55522,Married,Star,4384.35,0,1,Medium,Medium CLV,2015-08-01,2016-08-01,0,0,No Activity,Medium CLV,Medium Value Inactive
673061,7,7508,7508,0,24,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Single,Star,4706.68,1,1,Unknown,Medium CLV,2016-09-01,2017-05-01,7508,0,Low Activity,Medium CLV,Medium Value Casual
685982,39,63127,63127,491,24,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,67445,Single,Aurora,5015.01,0,0,Medium,Medium CLV,2014-12-01,,62636,7.77797139100543e-03,Medium Activity,High CLV,High Value Active
881157,45,71303,71303,1315,24,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,54361,Single,Star,4731.37,0,0,Medium,Medium CLV,2015-12-01,,69988,1.84424217774848e-02,High Activity,Medium CLV,Medium Value Power User
782523,4,6549,6549,0,24,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,56443,Married,Star,4547.89,0,0,Medium,Medium CLV,2018-09-01,,6549,0,Low Activity,Medium CLV,Medium Value Casual
623688,54,86566,86566,1839,24,Canada,Ontario,London,M5B 3E4,Female,Doctor,152955,Married,Star,3954.34,0,0,High,Medium CLV,2016-05-01,,84727,2.12439063835686e-02,High Activity,Low CLV,Low Value Active
120613,29,45828,45828,1552,24,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Star,4466.1,1,0,Unknown,Medium CLV,2018-12-01,,44276,3.38657589246749e-02,Medium Activity,Medium CLV,Medium Value Regular
930584,43,51360,51360,468,24,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4185.76,1,0,Unknown,Medium CLV,2015-07-01,,50892,9.11214953271028e-03,High Activity,Low CLV,Low Value Active
322102,0,0,0,0,24,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Star,3992.58,1,1,Unknown,Medium CLV,2013-08-01,2014-04-01,0,0,No Activity,Low CLV,Low Value Inactive
110262,45,76551,114826,808,11,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,52267,Married,Aurora,9427.68,0,0,Medium,High CLV,2018-02-01,,114018,7.03673384076777e-03,High Activity,High CLV,High Value Frequent Flyer
871329,0,0,0,0,24,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,55795,Married,Star,4686.81,0,1,Medium,Medium CLV,2013-06-01,2016-06-01,0,0,No Activity,Medium CLV,Medium Value Inactive
288419,31,53716,53716,576,24,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Star,4896.27,1,0,Unknown,Medium CLV,2016-01-01,,53140,1.07230620299352e-02,Medium Activity,Medium CLV,Medium Value Regular
111171,45,57660,57660,837,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,4628.28,1,0,Unknown,Medium CLV,2015-02-01,,56823,1.45161290322581e-02,High Activity,Medium CLV,Medium Value Power User
972581,28,30777,30777,1145,24,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,48744,Married,Star,3964.53,0,0,Low,Medium CLV,2016-02-01,,29632,3.72031062156805e-02,Medium Activity,Low CLV,Low Value Regular
290517,0,0,0,0,24,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,68065,Single,Aurora,4999.35,0,0,Medium,Medium CLV,2018-10-01,,0,0,No Activity,High CLV,High Value At Risk
650290,16,25524,25524,463,24,Canada,Manitoba,Winnipeg,R2C 0M5,Male,High School or Below,74119,Divorced,Aurora,5229.68,0,1,Medium,Medium CLV,2013-01-01,2017-11-01,25061,1.81397900015672e-02,Low Activity,High CLV,High Value Low Activity
395026,59,85200,85200,2288,24,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,4624.62,1,0,Unknown,Medium CLV,2014-10-01,,82912,2.68544600938967e-02,High Activity,Medium CLV,Medium Value Power User
188340,51,60772,60772,1382,24,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,82675,Single,Star,4118.59,0,0,Medium,Medium CLV,2017-04-01,,59390,2.27407358652011e-02,High Activity,Low CLV,Low Value Active
480934,37,54525,54525,1418,24,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,83236,Married,Star,3839.14,0,0,Medium,Medium CLV,2016-02-01,,53107,2.60064190738193e-02,Medium Activity,Low CLV,Low Value Regular
866307,44,55849,55849,1683,24,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,100159,Married,Star,3861.49,0,0,High,Medium CLV,2016-10-01,,54166,3.01348278393525e-02,High Activity,Low CLV,Low Value Active
791852,37,54854,54854,0,24,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,68896,Divorced,Star,4745.18,0,0,Medium,Medium CLV,2017-07-01,,54854,0,Medium Activity,Medium CLV,Medium Value Regular
222960,37,46264,46264,0,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,91792,Married,Aurora,5207.99,0,0,Medium,Medium CLV,2015-07-01,,46264,0,Medium Activity,High CLV,High Value Active
588237,33,31726,31726,2056,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,75827,Married,Star,3939.01,0,0,Medium,Medium CLV,2013-11-01,,29670,6.48048918867806e-02,Medium Activity,Low CLV,Low Value Regular
430712,12,19566,19566,501,24,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,82566,Married,Aurora,5233.95,0,1,Medium,Medium CLV,2017-11-01,2018-07-01,19065,2.5605642440969e-02,Low Activity,High CLV,High Value Low Activity
147898,36,58630,58630,1443,24,Canada,Quebec,Tremblant,H5Y 2S9,Female,High School or Below,59849,Divorced,Star,4241.64,0,0,Medium,Medium CLV,2012-08-01,,57187,2.46119733924612e-02,Medium Activity,Low CLV,Low Value Regular
752331,39,61500,61500,0,24,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,85766,Married,Star,4592.15,0,0,Medium,Medium CLV,2015-03-01,,61500,0,Medium Activity,Medium CLV,Medium Value Regular
456752,6,10514,10514,413,24,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,51583,Married,Aurora,5119.9,0,0,Medium,Medium CLV,2018-09-01,,10101,3.92809587217044e-02,Low Activity,High CLV,High Value Low Activity
863122,22,36570,36570,484,24,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,52922,Married,Star,4395.89,0,0,Medium,Medium CLV,2018-05-01,,36086,1.32348919879683e-02,Low Activity,Medium CLV,Medium Value Casual
370450,44,56131,56131,1382,24,Canada,Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,62160,Married,Star,3934.1,0,0,Medium,Medium CLV,2012-11-01,,54749,2.46209759313036e-02,High Activity,Low CLV,Low Value Active
887192,11,17484,17484,543,24,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Married,Star,4704.18,1,0,Unknown,Medium CLV,2018-06-01,,16941,3.10569663692519e-02,Low Activity,Medium CLV,Medium Value Casual
651054,7,11831,11831,672,24,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,101280,Married,Star,4583.75,0,0,High,Medium CLV,2018-05-01,,11159,5.67999323810329e-02,Low Activity,Medium CLV,Medium Value Casual
181825,51,78928,78928,987,24,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,74770,Married,Star,4428.03,0,0,Medium,Medium CLV,2015-04-01,,77941,1.25050679099939e-02,High Activity,Medium CLV,Medium Value Power User
692304,50,81881,81881,1104,24,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,4492.52,1,0,Unknown,Medium CLV,2016-10-01,,80777,1.34829813998363e-02,High Activity,Medium CLV,Medium Value Power User
503598,32,50305,50305,652,24,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,74135,Married,Aurora,5073.28,0,0,Medium,Medium CLV,2016-12-01,,49653,1.29609382765133e-02,Medium Activity,High CLV,High Value Active
945479,39,53955,53955,477,24,Canada,British Columbia,Kelowna,V09 2E9,Female,High School or Below,54073,Married,Star,4853.1,0,0,Medium,Medium CLV,2016-10-01,,53478,8.84070058381985e-03,Medium Activity,Medium CLV,Medium Value Regular
336341,35,56945,56945,1026,24,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,4709.52,1,0,Unknown,Medium CLV,2012-11-01,,55919,1.8017385196242e-02,Medium Activity,Medium CLV,Medium Value Regular
887705,0,0,0,0,24,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,85866,Divorced,Aurora,5124.22,0,1,Medium,Medium CLV,2015-01-01,2015-09-01,0,0,No Activity,High CLV,High Value At Risk
936723,22,23577,23577,0,24,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Star,4832.12,1,1,Unknown,Medium CLV,2017-02-01,2017-10-01,23577,0,Low Activity,Medium CLV,Medium Value Casual
438023,26,29121,29121,0,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Married,Star,4228.73,1,0,Unknown,Medium CLV,2013-01-01,,29121,0,Medium Activity,Low CLV,Low Value Regular
878909,45,69326,69326,0,24,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,44471,Married,Aurora,4991.47,0,0,Low,Medium CLV,2016-09-01,,69326,0,High Activity,Medium CLV,Medium Value Power User
263729,0,0,0,0,24,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,94208,Single,Star,4554.56,0,1,Medium,Medium CLV,2014-03-01,2014-11-01,0,0,No Activity,Medium CLV,Medium Value Inactive
446315,29,38314,38314,861,24,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,79591,Married,Aurora,5013.14,0,0,Medium,Medium CLV,2012-10-01,,37453,2.24722033721355e-02,Medium Activity,High CLV,High Value Active
206992,39,52198,52198,1234,24,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,57975,Married,Aurora,5107.16,0,0,Medium,Medium CLV,2016-06-01,,50964,2.36407525192536e-02,Medium Activity,High CLV,High Value Active
521311,39,69198,69198,1089,24,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,89320,Married,Aurora,5137.85,0,0,Medium,Medium CLV,2017-05-01,,68109,1.57374490592214e-02,Medium Activity,High CLV,High Value Active
982202,19,27413,27413,0,24,Canada,Ontario,Toronto,P1L 8X8,Female,High School or Below,45384,Married,Star,4726.87,0,0,Low,Medium CLV,2018-01-01,,27413,0,Low Activity,Medium CLV,Medium Value Casual
317001,4,8918,8918,1369,24,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,61809,Married,Star,4282.95,0,0,Medium,Medium CLV,2018-08-01,,7549,0.153509755550572,Low Activity,Low CLV,Low Value Low Activity
273353,17,20742,20742,0,24,Canada,Quebec,Montreal,H2Y 4R4,Male,Master,98422,Married,Star,4873.44,0,0,Medium,Medium CLV,2018-07-01,,20742,0,Low Activity,Medium CLV,Medium Value Casual
833765,32,37341,37341,730,24,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,74153,Married,Aurora,5225.03,0,0,Medium,Medium CLV,2014-05-01,,36611,1.95495567874454e-02,Medium Activity,High CLV,High Value Active
546039,31,47520,47520,0,24,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,100760,Married,Star,4775.48,0,0,High,Medium CLV,2012-07-01,,47520,0,Medium Activity,Medium CLV,Medium Value Regular
374345,51,79256,79256,1876,24,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,87262,Married,Star,4349.31,0,0,Medium,Medium CLV,2015-10-01,,77380,2.36701322297365e-02,High Activity,Medium CLV,Medium Value Power User
348299,0,0,0,0,24,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,4827.78,1,1,Unknown,Medium CLV,2013-08-01,2013-11-01,0,0,No Activity,Medium CLV,Medium Value Inactive
676676,0,0,0,0,24,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Single,Star,4642.02,1,1,Unknown,Medium CLV,2015-10-01,2016-06-01,0,0,No Activity,Medium CLV,Medium Value Inactive
130326,30,35021,35021,653,24,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,,Married,Aurora,5175.29,1,0,Unknown,Medium CLV,2014-09-01,,34368,1.86459552839725e-02,Medium Activity,High CLV,High Value Active
219413,41,61809,61809,1996,24,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,47673,Married,Star,4723.82,0,0,Low,Medium CLV,2017-04-01,,59813,3.22930317591289e-02,Medium Activity,Medium CLV,Medium Value Regular
359188,8,14649,14649,0,24,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,94633,Married,Aurora,5218.34,0,1,Medium,Medium CLV,2017-04-01,2017-08-01,14649,0,Low Activity,High CLV,High Value Low Activity
516329,36,56932,56932,1426,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Star,4847.24,1,0,Unknown,Medium CLV,2012-09-01,,55506,2.50474249982435e-02,Medium Activity,Medium CLV,Medium Value Regular
432598,38,55453,55453,0,24,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,67447,Married,Star,4576.76,0,0,Medium,Medium CLV,2014-09-01,,55453,0,Medium Activity,Medium CLV,Medium Value Regular
971902,0,0,0,0,24,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Married,Star,4376.08,1,1,Unknown,Medium CLV,2014-01-01,2015-11-01,0,0,No Activity,Medium CLV,Medium Value Inactive
708373,42,47709,47709,0,24,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,57852,Single,Star,4169.36,0,0,Medium,Medium CLV,2017-03-01,,47709,0,Medium Activity,Low CLV,Low Value Regular
170585,34,51002,51002,405,24,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,82675,Single,Star,4118.59,0,0,Medium,Medium CLV,2013-08-01,,50597,7.94086506411513e-03,Medium Activity,Low CLV,Low Value Regular
869743,15,16548,16548,0,24,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,73236,Single,Star,3924.42,0,1,Medium,Medium CLV,2016-11-01,2017-07-01,16548,0,Low Activity,Low CLV,Low Value Low Activity
246775,20,27912,27912,0,24,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,42956,Married,Aurora,5227.23,0,0,Low,Medium CLV,2017-10-01,,27912,0,Low Activity,High CLV,High Value Low Activity
908729,27,41592,41592,2334,24,Canada,Newfoundland,"St. John's",A1C 6H9,Male,College,,Single,Aurora,4949.53,1,0,Unknown,Medium CLV,2016-08-01,,39258,5.61165608770917e-02,Medium Activity,Medium CLV,Medium Value Regular
472521,47,38492,57737,389,11,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Aurora,6265.34,1,0,Unknown,Medium CLV,2018-03-01,,57348,6.73744739075463e-03,High Activity,High CLV,High Value Frequent Flyer
228580,34,42744,42744,2307,24,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,54643,Single,Star,4305.79,0,0,Medium,Medium CLV,2012-05-01,,40437,5.39724873666479e-02,Medium Activity,Low CLV,Low Value Regular
638368,37,60912,60912,0,24,Canada,Quebec,Montreal,H2T 2J6,Male,Master,114551,Single,Star,4334.06,0,0,High,Medium CLV,2013-11-01,,60912,0,Medium Activity,Medium CLV,Medium Value Regular
204042,36,49817,49817,0,24,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,76592,Married,Aurora,5067.64,0,0,Medium,Medium CLV,2015-04-01,,49817,0,Medium Activity,High CLV,High Value Active
216467,32,47261,47261,920,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Doctor,90995,Married,Star,4083.56,0,0,Medium,Medium CLV,2014-07-01,,46341,1.94663676181207e-02,Medium Activity,Low CLV,Low Value Regular
869799,29,42824,42824,688,24,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,79533,Married,Star,4111.89,0,0,Medium,Medium CLV,2015-03-01,,42136,1.60657575191481e-02,Medium Activity,Low CLV,Low Value Regular
793318,41,71191,71191,1204,24,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,4362.77,1,0,Unknown,Medium CLV,2016-02-01,,69987,1.69122501439789e-02,Medium Activity,Medium CLV,Medium Value Regular
601407,37,56805,56805,0,24,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,72809,Married,Star,4165.17,0,0,Medium,Medium CLV,2015-09-01,,56805,0,Medium Activity,Low CLV,Low Value Regular
142290,55,70323,105484,0,11,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Divorced,Star,2004.35,1,0,Unknown,Low CLV,2018-03-01,,105484,0,High Activity,Low CLV,Low Value Active
508443,0,0,0,0,24,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,93028,Married,Aurora,5182.94,0,1,Medium,Medium CLV,2015-08-01,2016-04-01,0,0,No Activity,High CLV,High Value At Risk
490984,38,64081,64081,1961,24,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Star,4872.58,1,0,Unknown,Medium CLV,2013-04-01,,62120,3.06018944773022e-02,Medium Activity,Medium CLV,Medium Value Regular
906623,33,54347,54347,1841,24,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,102546,Single,Aurora,5243.45,0,0,High,Medium CLV,2017-08-01,,52506,3.38749148987065e-02,Medium Activity,High CLV,High Value Active
186015,41,60413,60413,1543,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,152955,Married,Star,3954.34,0,0,High,Medium CLV,2015-09-01,,58870,2.55408604108387e-02,Medium Activity,Low CLV,Low Value Regular
329587,38,54282,54282,408,24,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,53939,Married,Aurora,5106.11,0,0,Medium,Medium CLV,2012-09-01,,53874,7.51630374709849e-03,Medium Activity,High CLV,High Value Active
842236,39,56702,56702,764,24,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,79444,Single,Aurora,5219.89,0,0,Medium,Medium CLV,2015-03-01,,55938,1.3473951536101e-02,Medium Activity,High CLV,High Value Active
532813,37,66255,66255,559,24,Canada,Ontario,Ottawa,K1G 4Z0,Male,Doctor,203301,Married,Aurora,5040.78,0,0,High,Medium CLV,2013-08-01,,65696,8.43709908686137e-03,Medium Activity,High CLV,High Value Active
404426,25,41905,41905,1445,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,99696,Married,Star,4223.27,0,0,Medium,Medium CLV,2014-09-01,,40460,3.44827586206897e-02,Medium Activity,Low CLV,Low Value Regular
265836,28,46733,46733,787,24,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,64692,Single,Star,4364.31,0,0,Medium,Medium CLV,2013-06-01,,45946,1.68403483619712e-02,Medium Activity,Medium CLV,Medium Value Regular
482256,39,67038,67038,1681,24,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,71131,Married,Aurora,5170.98,0,0,Medium,Medium CLV,2016-09-01,,65357,2.50753304096184e-02,Medium Activity,High CLV,High Value Active
692097,0,0,0,0,24,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,92598,Single,Aurora,5039.44,0,1,Medium,Medium CLV,2014-12-01,2015-08-01,0,0,No Activity,High CLV,High Value At Risk
566343,0,0,0,0,24,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Married,Star,4548.29,1,1,Unknown,Medium CLV,2013-12-01,2015-04-01,0,0,No Activity,Medium CLV,Medium Value Inactive
440967,26,37646,37646,2053,24,Canada,Quebec,Quebec City,G1B 3L5,Female,High School or Below,79731,Married,Star,4766.94,0,0,Medium,Medium CLV,2013-11-01,,35593,5.45343462784891e-02,Medium Activity,Medium CLV,Medium Value Regular
502534,34,53662,53662,352,24,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,85221,Divorced,Star,4901.89,0,0,Medium,Medium CLV,2014-08-01,,53310,6.55957660914614e-03,Medium Activity,Medium CLV,Medium Value Regular
998090,34,48822,48822,1559,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51427,Married,Star,4389.28,0,0,Medium,Medium CLV,2016-07-01,,47263,3.19323255909221e-02,Medium Activity,Medium CLV,Medium Value Regular
263080,29,38374,38374,346,24,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Star,3886.5,1,0,Unknown,Medium CLV,2014-05-01,,38028,9.01652160316881e-03,Medium Activity,Low CLV,Low Value Regular
530978,43,51866,51866,1513,24,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,187913,Married,Aurora,4980.19,0,0,High,Medium CLV,2014-09-01,,50353,2.91713261095901e-02,High Activity,Medium CLV,Medium Value Power User
283747,42,62670,62670,2403,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Divorced,Star,4389.95,1,0,Unknown,Medium CLV,2016-04-01,,60267,3.8343705122068e-02,Medium Activity,Medium CLV,Medium Value Regular
127400,29,37546,37546,528,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,3914.72,1,0,Unknown,Medium CLV,2014-06-01,,37018,1.4062749693709e-02,Medium Activity,Low CLV,Low Value Regular
430228,48,62521,62521,1371,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,92213,Divorced,Aurora,4995.21,0,0,Medium,Medium CLV,2012-08-01,,61150,2.19286319796548e-02,High Activity,High CLV,High Value Frequent Flyer
467182,46,64257,64257,1762,24,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,102347,Married,Star,4160.02,0,1,High,Medium CLV,2013-12-01,2018-10-01,62495,2.74211369967474e-02,High Activity,Low CLV,Low Value Active
890753,23,39053,39053,723,24,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Star,4025.1,1,0,Unknown,Medium CLV,2017-09-01,,38330,1.85133024351522e-02,Medium Activity,Low CLV,Low Value Regular
133324,93,155877,233815,892,11,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,62527,Married,Nova,5759.91,0,0,Medium,Medium CLV,2018-04-01,,232923,3.81498193015846e-03,High Activity,High CLV,High Value Frequent Flyer
134717,23,35884,53826,705,11,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Star,2379.74,1,0,Unknown,Low CLV,2018-04-01,,53121,1.30977594471073e-02,Medium Activity,Low CLV,Low Value Regular
244032,36,56058,56058,1445,24,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,88871,Married,Star,4798.24,0,0,Medium,Medium CLV,2016-10-01,,54613,2.57768739519783e-02,Medium Activity,Medium CLV,Medium Value Regular
553936,0,0,0,0,24,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,53465,Single,Star,4170.69,0,1,Medium,Medium CLV,2014-12-01,2015-08-01,0,0,No Activity,Low CLV,Low Value Inactive
268128,47,79339,79339,992,24,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,47663,Married,Star,4177.88,0,0,Low,Medium CLV,2013-01-01,,78347,1.25033085872018e-02,High Activity,Low CLV,Low Value Active
958224,40,67473,67473,434,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,76159,Married,Star,4330.39,0,0,Medium,Medium CLV,2015-12-01,,67039,6.43220251063388e-03,Medium Activity,Medium CLV,Medium Value Regular
238119,50,78117,78117,611,24,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,75980,Married,Star,3906.67,0,0,Medium,Medium CLV,2013-05-01,,77506,7.82160093193543e-03,High Activity,Low CLV,Low Value Active
